feedback_id,customer_id,feedback_date,feedback_type,rating,sentiment,feedback_text
FDBK0001325,CUST01011,2025-07-26,Survey,3,Neutral,Our usage of the platform has decreased recently.
FDBK0001326,CUST01011,2025-03-25,Cancellation Feedback,4,Positive,We are not using the platform as much as we expected.
FDBK0001327,CUST01014,2026-06-02,Feature Request,5,Positive,We especially like the reporting features.
FDBK0001328,CUST01014,2026-03-03,General Feedback,4,Positive,We are happy with the features available.
FDBK0001329,CUST01016,2025-12-21,General Feedback,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0001330,CUST01016,2026-07-14,Product Review,3,Neutral,We like the product but the monthly cost is high.
FDBK0001331,CUST01016,2026-03-18,Survey,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0001332,CUST01019,2025-09-12,Survey,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001333,CUST01019,2023-12-12,Cancellation Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001334,CUST01019,2025-12-31,General Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001335,CUST01020,2025-03-18,Cancellation Feedback,2,Negative,Some of the features are not being used by our team.
FDBK0001336,CUST01020,2024-11-11,General Feedback,3,Neutral,Our usage of the platform has decreased recently.
FDBK0001337,CUST01021,2025-10-10,Product Review,4,Positive,Our usage of the platform has decreased recently.
FDBK0001338,CUST01022,2024-06-05,General Feedback,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0001339,CUST01024,2025-10-16,Product Review,5,Positive,We are happy with the features available.
FDBK0001340,CUST01024,2026-08-04,Feature Request,4,Positive,We are happy with the features available.
FDBK0001341,CUST01024,2025-02-11,Survey,5,Positive,We especially like the reporting features.
FDBK0001342,CUST01024,2024-11-18,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001343,CUST01026,2026-04-11,Survey,5,Positive,We like the product but the monthly cost is high.
FDBK0001344,CUST01026,2025-12-16,Survey,5,Positive,We would like more value for the current subscription price.
FDBK0001345,CUST01027,2025-11-12,Product Review,4,Positive,We would like more value for the current subscription price.
FDBK0001346,CUST01027,2024-04-25,Survey,5,Positive,We would like more value for the current subscription price.
FDBK0001347,CUST01029,2025-08-17,Feature Request,2,Negative,The pricing is difficult for our business.
FDBK0001348,CUST01029,2026-07-10,Feature Request,3,Neutral,We would like more value for the current subscription price.
FDBK0001349,CUST01030,2025-05-23,Survey,3,Neutral,Some support requests took too long to resolve.
FDBK0001350,CUST01030,2025-05-09,Product Review,1,Negative,We have experienced several issues with customer support.
FDBK0001351,CUST01031,2026-05-19,Cancellation Feedback,2,Negative,We would like more value for the current subscription price.
FDBK0001352,CUST01032,2026-08-30,Survey,1,Negative,We need faster responses when technical problems occur.
FDBK0001353,CUST01032,2026-09-07,Feature Request,3,Neutral,The product is useful but support needs improvement.
FDBK0001354,CUST01033,2026-07-10,Feature Request,1,Negative,Some support requests took too long to resolve.
FDBK0001355,CUST01033,2026-08-25,Cancellation Feedback,2,Negative,The product is useful but support needs improvement.
FDBK0001356,CUST01034,2026-07-12,Cancellation Feedback,1,Negative,The product is useful but support needs improvement.
FDBK0001357,CUST01036,2026-09-09,Product Review,3,Neutral,We are happy with the features available.
FDBK0001358,CUST01036,2026-07-16,Feature Request,3,Neutral,The system has helped our team manage invoices more efficiently.
FDBK0001359,CUST01036,2026-08-07,Feature Request,5,Positive,We are happy with the features available.
FDBK0001360,CUST01037,2025-03-20,Feature Request,5,Positive,We would like more value for the current subscription price.
FDBK0001361,CUST01039,2026-06-03,Product Review,1,Negative,Our usage of the platform has decreased recently.
FDBK0001362,CUST01039,2026-08-29,General Feedback,3,Neutral,We are not using the platform as much as we expected.
FDBK0001363,CUST01040,2026-04-05,Survey,2,Negative,We like the product but the monthly cost is high.
FDBK0001364,CUST01041,2024-09-22,Feature Request,4,Positive,We especially like the reporting features.
FDBK0001365,CUST01043,2025-11-26,General Feedback,3,Neutral,The pricing is difficult for our business.
FDBK0001366,CUST01044,2026-08-30,General Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0001367,CUST01044,2026-09-12,Feature Request,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001368,CUST01045,2025-05-16,General Feedback,1,Negative,Some support requests took too long to resolve.
FDBK0001369,CUST01045,2026-01-25,Product Review,2,Negative,We need faster responses when technical problems occur.
FDBK0001370,CUST01045,2026-05-04,Product Review,1,Negative,Some support requests took too long to resolve.
FDBK0001371,CUST01046,2026-02-02,Feature Request,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001372,CUST01047,2026-09-02,General Feedback,4,Positive,We are happy with the features available.
FDBK0001373,CUST01047,2026-07-29,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001374,CUST01049,2025-10-10,Feature Request,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001375,CUST01049,2026-09-03,Survey,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001376,CUST01050,2024-06-12,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001377,CUST01050,2024-05-27,General Feedback,2,Negative,We especially like the reporting features.
FDBK0001378,CUST01052,2025-05-03,Feature Request,5,Positive,The platform has been useful for managing our business.
FDBK0001379,CUST01052,2026-03-24,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001380,CUST01052,2025-09-04,Feature Request,5,Positive,We especially like the reporting features.
FDBK0001381,CUST01054,2025-10-11,Feature Request,5,Positive,The platform has been useful for managing our business.
FDBK0001382,CUST01054,2025-10-26,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001383,CUST01054,2026-05-21,Product Review,4,Positive,We especially like the reporting features.
FDBK0001384,CUST01055,2026-02-27,Survey,3,Neutral,The platform has been useful for managing our business.
FDBK0001385,CUST01055,2025-07-14,General Feedback,4,Positive,We especially like the reporting features.
FDBK0001386,CUST01056,2026-08-27,Feature Request,4,Positive,We like the product but the monthly cost is high.
FDBK0001387,CUST01056,2026-09-04,Product Review,4,Positive,We like the product but the monthly cost is high.
FDBK0001388,CUST01057,2026-07-25,Product Review,2,Negative,Some support requests took too long to resolve.
FDBK0001389,CUST01057,2026-05-30,Feature Request,1,Negative,We need faster responses when technical problems occur.
FDBK0001390,CUST01057,2026-01-07,Survey,2,Negative,We need faster responses when technical problems occur.
FDBK0001391,CUST01057,2025-11-23,Feature Request,1,Negative,We have experienced several issues with customer support.
FDBK0001392,CUST01057,2026-09-22,Product Review,3,Neutral,The product is useful but support needs improvement.
FDBK0001393,CUST01059,2026-09-03,Survey,5,Positive,We would like more value for the current subscription price.
FDBK0001394,CUST01059,2026-05-11,Product Review,2,Negative,We would like more value for the current subscription price.
FDBK0001395,CUST01060,2026-04-04,Product Review,4,Positive,We are happy with the features available.
FDBK0001396,CUST01061,2026-08-09,Product Review,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001397,CUST01061,2026-05-30,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001398,CUST01061,2026-01-24,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0001399,CUST01064,2025-12-22,Feature Request,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001400,CUST01064,2025-05-16,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001401,CUST01065,2026-09-15,Feature Request,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001402,CUST01065,2026-03-14,Survey,4,Positive,We especially like the reporting features.
FDBK0001403,CUST01065,2026-02-20,General Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0001404,CUST01066,2024-02-22,Feature Request,3,Neutral,We like the product but the monthly cost is high.
FDBK0001405,CUST01067,2024-02-03,Cancellation Feedback,2,Negative,We like the product but the monthly cost is high.
FDBK0001406,CUST01069,2024-06-17,General Feedback,5,Positive,We especially like the reporting features.
FDBK0001407,CUST01069,2025-09-19,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001408,CUST01070,2026-05-05,Survey,1,Negative,Some support requests took too long to resolve.
FDBK0001409,CUST01071,2026-05-15,Survey,2,Negative,We need faster responses when technical problems occur.
FDBK0001410,CUST01072,2026-04-10,Product Review,3,Neutral,Some of the features are not being used by our team.
FDBK0001411,CUST01073,2024-11-15,Cancellation Feedback,2,Negative,We are not using the platform as much as we expected.
FDBK0001412,CUST01076,2026-09-19,Survey,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001413,CUST01076,2026-09-03,Cancellation Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0001414,CUST01077,2024-09-26,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001415,CUST01077,2026-02-21,Survey,2,Negative,We especially like the reporting features.
FDBK0001416,CUST01078,2026-06-09,Cancellation Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001417,CUST01078,2025-06-17,Product Review,4,Positive,We especially like the reporting features.
FDBK0001418,CUST01078,2026-08-05,Survey,5,Positive,We especially like the reporting features.
FDBK0001419,CUST01079,2026-01-07,Cancellation Feedback,2,Negative,We are not using the platform as much as we expected.
FDBK0001420,CUST01080,2025-06-15,Survey,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001421,CUST01080,2025-02-26,Product Review,4,Positive,We especially like the reporting features.
FDBK0001422,CUST01081,2024-08-14,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001423,CUST01081,2025-10-17,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0001424,CUST01082,2026-04-30,Survey,4,Positive,We are happy with the features available.
FDBK0001425,CUST01082,2026-08-29,General Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0001426,CUST01085,2025-06-04,Survey,5,Positive,We especially like the reporting features.
FDBK0001427,CUST01085,2024-08-12,Feature Request,5,Positive,We are happy with the features available.
FDBK0001428,CUST01085,2025-02-23,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0001429,CUST01085,2025-03-28,General Feedback,2,Negative,The platform has been useful for managing our business.
FDBK0001430,CUST01085,2024-03-03,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0001431,CUST01086,2026-03-01,Product Review,3,Neutral,Our usage of the platform has decreased recently.
FDBK0001432,CUST01086,2026-05-04,Survey,3,Neutral,We are not using the platform as much as we expected.
FDBK0001433,CUST01087,2026-06-04,Survey,1,Negative,The product is useful but support needs improvement.
