activity_id,customer_id,month,login_count,session_minutes,invoices_created,reports_generated,active_users,features_used
ACT0015062,CUST00832,2025-08-01,18,190,23,4,1,4
ACT0015063,CUST00832,2025-09-01,18,663,41,8,4,3
ACT0015064,CUST00832,2025-10-01,19,721,17,6,1,3
ACT0015065,CUST00832,2025-11-01,12,563,38,7,6,6
ACT0015066,CUST00832,2025-12-01,25,483,42,9,3,5
ACT0015067,CUST00832,2026-01-01,21,470,47,4,4,3
ACT0015068,CUST00832,2026-02-01,6,523,44,5,1,4
ACT0015069,CUST00832,2026-03-01,12,235,22,0,2,5
ACT0015070,CUST00832,2026-04-01,18,321,54,9,6,6
ACT0015071,CUST00832,2026-05-01,18,674,41,8,1,4
ACT0015072,CUST00832,2026-06-01,28,513,35,12,1,6
ACT0015073,CUST00832,2026-07-01,16,454,51,6,6,4
ACT0015074,CUST00832,2026-08-01,12,394,29,4,5,2
ACT0015075,CUST00832,2026-09-01,5,515,28,7,2,7
ACT0015076,CUST00833,2025-08-01,20,589,21,2,5,3
ACT0015077,CUST00833,2025-09-01,5,661,22,8,4,8
ACT0015078,CUST00833,2025-10-01,11,614,33,13,4,3
ACT0015079,CUST00833,2025-11-01,18,750,36,6,6,4
ACT0015080,CUST00833,2025-12-01,17,455,49,7,5,4
ACT0015081,CUST00833,2026-01-01,18,360,5,7,3,6
ACT0015082,CUST00833,2026-02-01,21,524,27,10,5,2
ACT0015083,CUST00833,2026-03-01,19,328,44,7,3,5
ACT0015084,CUST00833,2026-04-01,28,361,55,8,3,3
ACT0015085,CUST00833,2026-05-01,17,722,23,9,1,5
ACT0015086,CUST00833,2026-06-01,23,735,28,7,1,5
ACT0015087,CUST00833,2026-07-01,25,354,0,4,1,3
ACT0015088,CUST00833,2026-08-01,13,508,31,7,3,5
ACT0015089,CUST00833,2026-09-01,20,498,33,7,1,2
ACT0015090,CUST00834,2024-06-01,22,440,42,9,3,5
ACT0015091,CUST00834,2024-07-01,25,514,36,2,4,7
ACT0015092,CUST00834,2024-08-01,20,676,39,6,4,7
ACT0015093,CUST00834,2024-09-01,31,496,20,10,5,5
ACT0015094,CUST00834,2024-10-01,18,267,24,6,5,3
ACT0015095,CUST00834,2024-11-01,22,69,65,10,2,5
ACT0015096,CUST00834,2024-12-01,15,448,23,11,5,6
ACT0015097,CUST00834,2025-01-01,31,620,21,6,3,4
ACT0015098,CUST00834,2025-02-01,18,360,63,7,4,5
ACT0015099,CUST00834,2025-03-01,28,592,34,8,3,5
ACT0015100,CUST00834,2025-04-01,30,268,53,8,1,4
ACT0015101,CUST00834,2025-05-01,14,491,32,9,2,4
ACT0015102,CUST00834,2025-06-01,24,484,40,10,1,6
ACT0015103,CUST00834,2025-07-01,16,366,37,5,3,3
ACT0015104,CUST00834,2025-08-01,20,658,53,0,2,4
ACT0015105,CUST00834,2025-09-01,17,618,16,11,5,5
ACT0015106,CUST00834,2025-10-01,20,563,35,5,4,5
ACT0015107,CUST00834,2025-11-01,16,642,52,8,3,4
ACT0015108,CUST00834,2025-12-01,18,474,20,3,4,1
ACT0015109,CUST00834,2026-01-01,21,628,43,6,2,3
ACT0015110,CUST00834,2026-02-01,31,414,27,8,7,5
ACT0015111,CUST00834,2026-03-01,21,412,25,11,5,2
ACT0015112,CUST00834,2026-04-01,23,264,49,8,2,2
ACT0015113,CUST00834,2026-05-01,31,378,27,2,3,4
ACT0015114,CUST00834,2026-06-01,6,634,43,5,4,7
ACT0015115,CUST00834,2026-07-01,24,255,29,6,3,5
ACT0015116,CUST00834,2026-08-01,31,601,43,16,1,4
ACT0015117,CUST00834,2026-09-01,24,628,46,6,4,3
ACT0015118,CUST00835,2023-11-01,19,392,37,17,1,4
ACT0015119,CUST00835,2023-12-01,21,386,30,4,5,7
ACT0015120,CUST00835,2024-01-01,22,616,43,6,5,4
ACT0015121,CUST00835,2024-02-01,16,221,35,11,3,3
ACT0015122,CUST00835,2024-03-01,26,633,31,7,2,3
ACT0015123,CUST00835,2024-04-01,22,736,50,3,5,4
ACT0015124,CUST00835,2024-05-01,22,292,25,15,5,4
ACT0015125,CUST00835,2024-06-01,16,376,52,7,2,5
ACT0015126,CUST00835,2024-07-01,18,494,27,9,4,4
ACT0015127,CUST00835,2024-08-01,11,641,37,11,5,4
ACT0015128,CUST00835,2024-09-01,18,534,53,4,5,2
ACT0015129,CUST00835,2024-10-01,15,400,21,3,6,7
ACT0015130,CUST00835,2024-11-01,32,436,57,10,2,4
ACT0015131,CUST00835,2024-12-01,29,474,32,4,5,5
ACT0015132,CUST00835,2025-01-01,22,512,15,11,3,4
ACT0015133,CUST00835,2025-02-01,31,369,36,8,5,4
ACT0015134,CUST00835,2025-03-01,36,208,36,7,6,4
ACT0015135,CUST00835,2025-04-01,27,384,43,13,1,3
ACT0015136,CUST00835,2025-05-01,26,751,42,8,2,4
ACT0015137,CUST00835,2025-06-01,21,582,9,12,7,6
ACT0015138,CUST00835,2025-07-01,12,327,44,11,4,4
ACT0015139,CUST00835,2025-08-01,21,636,6,8,4,3
ACT0015140,CUST00835,2025-09-01,31,443,48,7,2,6
ACT0015141,CUST00835,2025-10-01,33,284,40,4,3,5
ACT0015142,CUST00835,2025-11-01,21,370,43,9,1,5
ACT0015143,CUST00835,2025-12-01,28,674,36,1,3,8
ACT0015144,CUST00835,2026-01-01,11,298,36,5,2,3
ACT0015145,CUST00835,2026-02-01,16,408,48,16,5,5
ACT0015146,CUST00835,2026-03-01,29,553,59,9,1,6
ACT0015147,CUST00835,2026-04-01,20,502,24,10,2,3
ACT0015148,CUST00835,2026-05-01,29,311,57,13,6,3
ACT0015149,CUST00835,2026-06-01,23,509,21,8,1,4
ACT0015150,CUST00835,2026-07-01,23,515,56,5,4,4
ACT0015151,CUST00835,2026-08-01,40,102,31,11,1,7
ACT0015152,CUST00835,2026-09-01,23,466,9,8,4,2
ACT0015153,CUST00836,2026-05-01,20,564,32,11,3,4
ACT0015154,CUST00836,2026-06-01,19,68,27,2,1,4
ACT0015155,CUST00836,2026-07-01,11,573,23,5,4,5
ACT0015156,CUST00836,2026-08-01,19,499,6,7,6,8
ACT0015157,CUST00836,2026-09-01,12,348,28,10,4,4
ACT0015158,CUST00837,2026-02-01,23,305,46,6,3,5
ACT0015159,CUST00837,2026-03-01,16,327,25,12,4,5
ACT0015160,CUST00837,2026-04-01,20,679,45,5,5,6
ACT0015161,CUST00837,2026-05-01,13,396,39,8,1,5
ACT0015162,CUST00837,2026-06-01,11,462,26,8,4,5
ACT0015163,CUST00837,2026-07-01,21,356,27,8,3,4
ACT0015164,CUST00837,2026-08-01,15,373,28,8,4,3
ACT0015165,CUST00837,2026-09-01,10,638,45,7,6,6
ACT0015166,CUST00838,2026-05-01,25,699,40,10,1,5
ACT0015167,CUST00838,2026-06-01,18,426,36,11,3,3
ACT0015168,CUST00838,2026-07-01,10,548,36,5,3,7
ACT0015169,CUST00838,2026-08-01,18,386,30,4,2,5
ACT0015170,CUST00838,2026-09-01,15,568,29,5,5,2
ACT0015171,CUST00839,2024-12-01,15,391,22,5,1,4
ACT0015172,CUST00839,2025-01-01,9,542,36,9,6,3
ACT0015173,CUST00839,2025-02-01,26,50,59,8,6,4
ACT0015174,CUST00839,2025-03-01,17,339,46,9,3,6
ACT0015175,CUST00839,2025-04-01,10,421,17,12,3,5
ACT0015176,CUST00839,2025-05-01,27,685,31,7,6,3
ACT0015177,CUST00839,2025-06-01,15,478,39,10,5,3
ACT0015178,CUST00839,2025-07-01,17,391,29,6,2,2
ACT0015179,CUST00839,2025-08-01,27,652,5,8,9,5
ACT0015180,CUST00839,2025-09-01,31,677,21,9,1,4
ACT0015181,CUST00839,2025-10-01,20,886,46,4,5,6
ACT0015182,CUST00839,2025-11-01,22,587,65,7,4,6
ACT0015183,CUST00839,2025-12-01,15,666,31,7,3,2
ACT0015184,CUST00839,2026-01-01,25,798,33,13,1,6
ACT0015185,CUST00839,2026-02-01,11,657,20,13,1,6
ACT0015186,CUST00839,2026-03-01,19,431,36,7,5,5
ACT0015187,CUST00839,2026-04-01,25,587,13,14,3,4
ACT0015188,CUST00839,2026-05-01,20,561,64,12,5,3
ACT0015189,CUST00839,2026-06-01,20,430,29,16,5,4
ACT0015190,CUST00839,2026-07-01,23,758,10,5,2,3
ACT0015191,CUST00839,2026-08-01,20,567,40,5,2,2
ACT0015192,CUST00839,2026-09-01,23,207,27,7,3,7
ACT0015193,CUST00840,2026-02-01,25,386,16,5,3,5
ACT0015194,CUST00840,2026-03-01,17,420,49,11,4,5
ACT0015195,CUST00840,2026-04-01,18,689,28,8,4,6
ACT0015196,CUST00840,2026-05-01,12,587,18,6,3,4
ACT0015197,CUST00840,2026-06-01,20,182,35,13,2,3
ACT0015198,CUST00840,2026-07-01,22,533,5,12,3,4
ACT0015199,CUST00840,2026-08-01,19,512,19,9,3,2
ACT0015200,CUST00840,2026-09-01,34,401,31,5,4,3
ACT0015201,CUST00841,2024-01-01,21,471,36,6,5,5
ACT0015202,CUST00841,2024-02-01,24,330,42,13,3,6
ACT0015203,CUST00841,2024-03-01,14,587,36,9,2,6
ACT0015204,CUST00841,2024-04-01,12,456,29,6,1,5
ACT0015205,CUST00841,2024-05-01,10,584,28,8,4,3
ACT0015206,CUST00841,2024-06-01,25,755,46,2,4,3
ACT0015207,CUST00841,2024-07-01,7,420,23,7,5,4
ACT0015208,CUST00841,2024-08-01,22,325,44,9,5,3
ACT0015209,CUST00841,2024-09-01,22,734,28,7,4,4
ACT0015210,CUST00841,2024-10-01,11,370,44,4,4,4
ACT0015211,CUST00841,2024-11-01,26,539,33,8,5,3
ACT0015212,CUST00841,2024-12-01,28,644,13,4,1,5
ACT0015213,CUST00841,2025-01-01,19,439,50,7,4,3
ACT0015214,CUST00841,2025-02-01,18,814,24,8,1,4
ACT0015215,CUST00841,2025-03-01,25,361,42,8,5,2
ACT0015216,CUST00842,2023-09-01,16,460,24,9,2,6
ACT0015217,CUST00842,2023-10-01,8,628,18,8,5,5
ACT0015218,CUST00842,2023-11-01,10,808,5,5,2,2
ACT0015219,CUST00842,2023-12-01,30,391,22,3,6,5
ACT0015220,CUST00842,2024-01-01,21,668,61,6,4,4
ACT0015221,CUST00842,2024-02-01,22,208,25,6,5,3
ACT0015222,CUST00842,2024-03-01,29,381,44,7,3,4
ACT0015223,CUST00842,2024-04-01,24,423,49,8,5,2
ACT0015224,CUST00842,2024-05-01,9,413,47,10,5,7
ACT0015225,CUST00842,2024-06-01,29,321,29,5,4,5
ACT0015226,CUST00842,2024-07-01,18,765,38,7,2,5
ACT0015227,CUST00842,2024-08-01,18,456,33,12,3,5
ACT0015228,CUST00842,2024-09-01,24,469,40,7,5,3
ACT0015229,CUST00842,2024-10-01,14,726,39,8,3,5
ACT0015230,CUST00842,2024-11-01,17,564,31,5,4,4
ACT0015231,CUST00842,2024-12-01,17,315,43,11,6,5
ACT0015232,CUST00842,2025-01-01,25,431,36,8,4,5
ACT0015233,CUST00842,2025-02-01,24,366,23,9,4,2
ACT0015234,CUST00842,2025-03-01,16,431,27,7,1,5
ACT0015235,CUST00842,2025-04-01,25,756,12,4,4,6
ACT0015236,CUST00842,2025-05-01,23,648,29,5,4,3
ACT0015237,CUST00842,2025-06-01,19,521,37,7,3,7
ACT0015238,CUST00842,2025-07-01,28,727,18,15,6,7
ACT0015239,CUST00842,2025-08-01,20,453,52,4,5,6
ACT0015240,CUST00842,2025-09-01,16,555,16,11,4,5
ACT0015241,CUST00842,2025-10-01,26,327,51,7,2,6
ACT0015242,CUST00842,2025-11-01,16,441,18,3,1,6
ACT0015243,CUST00842,2025-12-01,14,466,29,9,4,2
ACT0015244,CUST00842,2026-01-01,27,587,25,11,2,3
ACT0015245,CUST00842,2026-02-01,25,638,51,2,6,7
ACT0015246,CUST00842,2026-03-01,11,569,39,9,2,5
ACT0015247,CUST00842,2026-04-01,24,348,54,6,5,5
ACT0015248,CUST00842,2026-05-01,27,361,63,3,1,3
ACT0015249,CUST00842,2026-06-01,33,644,36,10,5,3
ACT0015250,CUST00842,2026-07-01,13,637,29,9,1,3
ACT0015251,CUST00842,2026-08-01,21,829,32,8,3,2
ACT0015252,CUST00842,2026-09-01,23,497,49,3,3,5
ACT0015253,CUST00843,2025-12-01,24,700,41,5,4,3
ACT0015254,CUST00843,2026-01-01,20,358,42,5,2,4
ACT0015255,CUST00843,2026-02-01,15,423,18,4,1,6
ACT0015256,CUST00844,2023-09-01,20,688,31,9,1,5
ACT0015257,CUST00844,2023-10-01,14,538,38,8,1,5
ACT0015258,CUST00844,2023-11-01,16,660,38,5,3,6
ACT0015259,CUST00844,2023-12-01,21,570,17,11,1,3
ACT0015260,CUST00844,2024-01-01,20,554,14,10,1,3
ACT0015261,CUST00844,2024-02-01,30,583,27,7,2,4
ACT0015262,CUST00844,2024-03-01,20,566,30,6,4,3
ACT0015263,CUST00844,2024-04-01,20,364,25,9,3,7
ACT0015264,CUST00844,2024-05-01,15,628,24,0,5,3
ACT0015265,CUST00844,2024-06-01,25,347,30,9,2,7
ACT0015266,CUST00844,2024-07-01,23,406,35,6,4,6
ACT0015267,CUST00844,2024-08-01,28,506,35,12,5,5
ACT0015268,CUST00844,2024-09-01,19,438,28,9,4,3
ACT0015269,CUST00844,2024-10-01,32,533,51,3,2,5
ACT0015270,CUST00844,2024-11-01,21,348,20,8,1,4
ACT0015271,CUST00844,2024-12-01,5,625,24,6,2,5
ACT0015272,CUST00844,2025-01-01,11,398,33,8,7,4
ACT0015273,CUST00844,2025-02-01,23,355,63,4,4,6
ACT0015274,CUST00844,2025-03-01,17,335,43,10,1,5
ACT0015275,CUST00844,2025-04-01,13,327,29,7,1,4
ACT0015276,CUST00844,2025-05-01,25,565,57,2,3,8
ACT0015277,CUST00844,2025-06-01,25,462,42,8,10,3
ACT0015278,CUST00844,2025-07-01,16,495,41,12,2,2
ACT0015279,CUST00844,2025-08-01,11,260,20,10,4,6
ACT0015280,CUST00844,2025-09-01,17,618,24,5,5,1
ACT0015281,CUST00844,2025-10-01,28,445,60,5,3,5
ACT0015282,CUST00844,2025-11-01,17,574,44,12,9,7
ACT0015283,CUST00844,2025-12-01,18,481,34,8,3,5
ACT0015284,CUST00844,2026-01-01,27,796,18,11,7,4
ACT0015285,CUST00844,2026-02-01,11,384,39,6,1,6
ACT0015286,CUST00844,2026-03-01,32,390,37,9,5,6
ACT0015287,CUST00844,2026-04-01,23,610,24,8,5,2
ACT0015288,CUST00844,2026-05-01,10,800,25,10,2,5
ACT0015289,CUST00844,2026-06-01,14,497,57,8,1,4
ACT0015290,CUST00844,2026-07-01,19,359,35,11,9,6
ACT0015291,CUST00844,2026-08-01,14,310,23,8,4,5
ACT0015292,CUST00844,2026-09-01,21,352,31,7,6,3
ACT0015293,CUST00845,2024-03-01,18,763,41,6,1,6
ACT0015294,CUST00845,2024-04-01,21,534,44,8,2,5
ACT0015295,CUST00845,2024-05-01,12,337,39,13,5,3
ACT0015296,CUST00845,2024-06-01,26,589,43,12,3,4
ACT0015297,CUST00845,2024-07-01,22,556,39,8,6,3
ACT0015298,CUST00845,2024-08-01,28,621,17,6,1,4
ACT0015299,CUST00845,2024-09-01,23,394,37,4,6,5
ACT0015300,CUST00845,2024-10-01,17,590,42,2,3,5
ACT0015301,CUST00845,2024-11-01,19,750,48,6,1,5
ACT0015302,CUST00845,2024-12-01,7,528,35,4,1,3
ACT0015303,CUST00845,2025-01-01,15,545,18,12,1,6
ACT0015304,CUST00845,2025-02-01,24,640,1,6,2,4
ACT0015305,CUST00845,2025-03-01,24,466,32,9,5,3
ACT0015306,CUST00845,2025-04-01,13,808,58,7,6,8
ACT0015307,CUST00845,2025-05-01,11,345,44,8,3,4
ACT0015308,CUST00845,2025-06-01,10,578,26,10,3,4
ACT0015309,CUST00845,2025-07-01,25,435,26,8,6,4
ACT0015310,CUST00845,2025-08-01,14,474,26,8,3,2
ACT0015311,CUST00845,2025-09-01,27,340,21,10,1,3
ACT0015312,CUST00845,2025-10-01,20,483,62,6,2,6
ACT0015313,CUST00845,2025-11-01,11,329,49,5,3,6
ACT0015314,CUST00845,2025-12-01,21,770,40,4,5,3
ACT0015315,CUST00845,2026-01-01,35,417,62,7,1,6
ACT0015316,CUST00845,2026-02-01,35,652,28,9,1,6
ACT0015317,CUST00845,2026-03-01,24,246,41,8,7,5
ACT0015318,CUST00845,2026-04-01,27,633,44,9,4,6
ACT0015319,CUST00845,2026-05-01,6,507,66,7,1,3
ACT0015320,CUST00845,2026-06-01,31,610,58,13,4,5
ACT0015321,CUST00845,2026-07-01,11,487,28,2,4,3
ACT0015322,CUST00845,2026-08-01,25,370,56,8,5,4
ACT0015323,CUST00845,2026-09-01,25,490,40,9,1,6
ACT0015324,CUST00846,2026-05-01,12,256,54,5,9,6
ACT0015325,CUST00846,2026-06-01,14,578,22,3,3,5
ACT0015326,CUST00846,2026-07-01,14,469,34,9,2,3
ACT0015327,CUST00846,2026-08-01,24,647,27,6,3,6
ACT0015328,CUST00846,2026-09-01,19,819,18,7,3,4
ACT0015329,CUST00847,2025-10-01,26,546,46,3,3,4
ACT0015330,CUST00847,2025-11-01,22,643,17,13,8,4
ACT0015331,CUST00847,2025-12-01,9,256,28,6,7,5
ACT0015332,CUST00847,2026-01-01,7,657,14,7,3,6
ACT0015333,CUST00848,2025-02-01,25,615,56,7,1,5
ACT0015334,CUST00848,2025-03-01,22,671,56,12,3,4
ACT0015335,CUST00848,2025-04-01,14,310,18,3,4,5
ACT0015336,CUST00848,2025-05-01,22,429,46,9,5,5
ACT0015337,CUST00848,2025-06-01,17,552,21,12,7,5
ACT0015338,CUST00848,2025-07-01,21,482,33,12,5,4
ACT0015339,CUST00848,2025-08-01,23,455,46,3,3,5
ACT0015340,CUST00848,2025-09-01,10,197,35,5,1,8
ACT0015341,CUST00848,2025-10-01,29,262,48,7,2,3
ACT0015342,CUST00848,2025-11-01,25,433,17,3,4,6
ACT0015343,CUST00848,2025-12-01,14,412,20,8,1,4
ACT0015344,CUST00848,2026-01-01,13,389,26,6,2,6
ACT0015345,CUST00848,2026-02-01,19,418,33,7,3,5
ACT0015346,CUST00848,2026-03-01,10,771,36,11,4,6
ACT0015347,CUST00848,2026-04-01,30,589,33,6,7,5
ACT0015348,CUST00848,2026-05-01,19,661,30,11,4,4
ACT0015349,CUST00848,2026-06-01,17,449,36,5,1,3
ACT0015350,CUST00848,2026-07-01,19,354,25,7,5,2
ACT0015351,CUST00848,2026-08-01,21,344,49,4,3,5
ACT0015352,CUST00848,2026-09-01,9,340,40,5,4,2
ACT0015353,CUST00849,2024-08-01,29,643,35,5,2,5
ACT0015354,CUST00849,2024-09-01,14,217,25,9,2,6
ACT0015355,CUST00849,2024-10-01,16,471,25,7,1,6
ACT0015356,CUST00849,2024-11-01,25,299,48,12,5,6
ACT0015357,CUST00849,2024-12-01,20,596,41,5,5,5
ACT0015358,CUST00849,2025-01-01,13,255,39,7,1,6
ACT0015359,CUST00849,2025-02-01,23,569,38,4,1,6
ACT0015360,CUST00849,2025-03-01,22,341,35,9,2,5
ACT0015361,CUST00849,2025-04-01,28,761,14,10,4,5
ACT0015362,CUST00849,2025-05-01,15,565,30,9,4,6
ACT0015363,CUST00849,2025-06-01,26,213,38,11,1,4
ACT0015364,CUST00849,2025-07-01,24,160,43,6,4,5
ACT0015365,CUST00849,2025-08-01,20,498,24,7,2,5
ACT0015366,CUST00849,2025-09-01,22,340,28,5,3,5
ACT0015367,CUST00849,2025-10-01,21,519,31,5,1,4
ACT0015368,CUST00849,2025-11-01,18,845,67,9,2,4
ACT0015369,CUST00849,2025-12-01,24,171,39,4,3,3
ACT0015370,CUST00849,2026-01-01,21,432,42,10,5,7
ACT0015371,CUST00849,2026-02-01,19,709,25,2,5,7
ACT0015372,CUST00849,2026-03-01,17,579,28,11,6,5
ACT0015373,CUST00849,2026-04-01,14,559,16,8,2,5
ACT0015374,CUST00849,2026-05-01,23,521,18,4,7,6
ACT0015375,CUST00849,2026-06-01,24,269,43,9,3,3
ACT0015376,CUST00849,2026-07-01,18,651,50,10,5,3
ACT0015377,CUST00849,2026-08-01,10,490,52,11,1,5
ACT0015378,CUST00849,2026-09-01,17,458,21,10,5,3
ACT0015379,CUST00850,2023-11-01,14,267,14,4,4,4
ACT0015380,CUST00850,2023-12-01,8,562,31,10,5,6
ACT0015381,CUST00850,2024-01-01,24,488,20,12,7,4
ACT0015382,CUST00850,2024-02-01,19,480,53,7,3,5
ACT0015383,CUST00850,2024-03-01,25,716,36,11,2,5
ACT0015384,CUST00850,2024-04-01,20,331,11,2,2,4
ACT0015385,CUST00850,2024-05-01,11,239,22,7,9,4
ACT0015386,CUST00850,2024-06-01,28,394,26,3,5,7
ACT0015387,CUST00850,2024-07-01,28,537,23,4,1,4
ACT0015388,CUST00850,2024-08-01,14,720,43,8,5,5
ACT0015389,CUST00850,2024-09-01,16,490,38,11,5,3
ACT0015390,CUST00850,2024-10-01,24,541,25,10,7,6
ACT0015391,CUST00850,2024-11-01,14,543,27,10,6,3
ACT0015392,CUST00850,2024-12-01,11,682,37,10,1,3
ACT0015393,CUST00850,2025-01-01,24,348,21,5,2,3
ACT0015394,CUST00850,2025-02-01,34,264,35,5,6,4
ACT0015395,CUST00850,2025-03-01,23,581,26,2,3,2
ACT0015396,CUST00850,2025-04-01,13,520,11,1,5,6
ACT0015397,CUST00850,2025-05-01,26,601,55,9,6,5
ACT0015398,CUST00850,2025-06-01,20,357,31,7,1,2
ACT0015399,CUST00850,2025-07-01,19,561,50,10,6,5
ACT0015400,CUST00850,2025-08-01,15,407,18,9,5,4
ACT0015401,CUST00850,2025-09-01,13,441,40,4,5,5
ACT0015402,CUST00850,2025-10-01,26,351,9,9,4,5
ACT0015403,CUST00850,2025-11-01,16,523,38,5,4,4
ACT0015404,CUST00850,2025-12-01,25,351,29,7,4,3
ACT0015405,CUST00850,2026-01-01,8,711,10,4,1,3
ACT0015406,CUST00850,2026-02-01,21,791,40,11,5,5
ACT0015407,CUST00850,2026-03-01,17,201,48,4,4,7
ACT0015408,CUST00850,2026-04-01,14,498,28,8,1,2
ACT0015409,CUST00850,2026-05-01,20,558,12,5,4,4
ACT0015410,CUST00850,2026-06-01,23,741,23,8,4,3
ACT0015411,CUST00850,2026-07-01,23,515,34,10,2,3
ACT0015412,CUST00850,2026-08-01,28,349,40,2,2,6
ACT0015413,CUST00850,2026-09-01,25,318,28,2,1,6
ACT0015414,CUST00851,2025-04-01,21,412,45,6,6,4
ACT0015415,CUST00851,2025-05-01,13,382,23,6,1,3
ACT0015416,CUST00851,2025-06-01,17,486,48,6,3,4
ACT0015417,CUST00851,2025-07-01,26,431,38,9,5,4
ACT0015418,CUST00851,2025-08-01,26,610,48,8,2,6
ACT0015419,CUST00851,2025-09-01,17,521,17,5,6,3
ACT0015420,CUST00851,2025-10-01,26,719,35,2,4,5
ACT0015421,CUST00851,2025-11-01,17,511,32,5,1,3
ACT0015422,CUST00851,2025-12-01,27,638,27,7,1,4
ACT0015423,CUST00851,2026-01-01,21,454,31,6,2,5
ACT0015424,CUST00851,2026-02-01,11,731,48,2,2,9
ACT0015425,CUST00852,2025-08-01,18,524,68,8,3,5
ACT0015426,CUST00852,2025-09-01,23,395,33,7,7,5
ACT0015427,CUST00852,2025-10-01,20,385,40,7,3,4
ACT0015428,CUST00852,2025-11-01,19,433,23,5,4,5
ACT0015429,CUST00852,2025-12-01,20,456,21,9,2,6
ACT0015430,CUST00852,2026-01-01,21,348,25,4,1,7
ACT0015431,CUST00852,2026-02-01,12,360,64,11,6,6
ACT0015432,CUST00852,2026-03-01,20,115,33,5,1,2
ACT0015433,CUST00852,2026-04-01,14,219,32,6,7,5
ACT0015434,CUST00852,2026-05-01,18,246,50,9,3,2
ACT0015435,CUST00852,2026-06-01,15,317,26,8,3,4
ACT0015436,CUST00852,2026-07-01,8,178,52,4,1,4
ACT0015437,CUST00852,2026-08-01,16,256,33,5,6,1
ACT0015438,CUST00852,2026-09-01,12,480,31,5,1,5
ACT0015439,CUST00853,2025-07-01,25,668,52,10,1,6
ACT0015440,CUST00853,2025-08-01,12,403,39,8,2,5
ACT0015441,CUST00853,2025-09-01,2,530,24,10,3,6
ACT0015442,CUST00853,2025-10-01,19,469,33,6,5,6
ACT0015443,CUST00853,2025-11-01,12,274,19,4,4,6
ACT0015444,CUST00853,2025-12-01,12,385,21,8,4,4
ACT0015445,CUST00853,2026-01-01,7,348,24,6,6,5
ACT0015446,CUST00853,2026-02-01,5,232,20,3,3,4
ACT0015447,CUST00853,2026-03-01,9,160,15,3,5,4
ACT0015448,CUST00853,2026-04-01,5,73,8,0,6,3
ACT0015449,CUST00853,2026-05-01,2,90,5,2,6,4
ACT0015450,CUST00853,2026-06-01,4,84,5,0,2,8
ACT0015451,CUST00854,2025-05-01,22,464,35,8,3,1
ACT0015452,CUST00854,2025-06-01,25,767,38,9,2,4
ACT0015453,CUST00854,2025-07-01,22,526,32,11,4,5
ACT0015454,CUST00854,2025-08-01,16,629,22,8,4,4
ACT0015455,CUST00854,2025-09-01,20,602,44,7,3,5
ACT0015456,CUST00854,2025-10-01,33,587,57,8,4,1
ACT0015457,CUST00854,2025-11-01,20,648,40,7,4,7
ACT0015458,CUST00854,2025-12-01,17,654,57,10,2,5
ACT0015459,CUST00854,2026-01-01,24,730,35,1,2,4
ACT0015460,CUST00854,2026-02-01,21,621,35,6,2,4
ACT0015461,CUST00854,2026-03-01,23,538,47,8,1,3
ACT0015462,CUST00854,2026-04-01,18,446,57,5,5,7
ACT0015463,CUST00854,2026-05-01,26,645,58,9,5,5
ACT0015464,CUST00854,2026-06-01,35,557,29,5,3,2
ACT0015465,CUST00854,2026-07-01,31,722,52,8,1,4
ACT0015466,CUST00854,2026-08-01,26,441,39,4,2,4
ACT0015467,CUST00854,2026-09-01,29,533,28,6,6,6
ACT0015468,CUST00855,2024-01-01,13,523,36,10,1,4
ACT0015469,CUST00855,2024-02-01,26,615,27,9,3,5
ACT0015470,CUST00855,2024-03-01,24,392,30,8,3,4
ACT0015471,CUST00855,2024-04-01,22,662,28,5,2,4
ACT0015472,CUST00855,2024-05-01,29,440,52,6,1,7
ACT0015473,CUST00855,2024-06-01,19,641,46,9,3,5
ACT0015474,CUST00855,2024-07-01,19,291,31,10,6,6
ACT0015475,CUST00855,2024-08-01,20,690,24,15,3,5
ACT0015476,CUST00855,2024-09-01,12,429,46,9,1,5
ACT0015477,CUST00855,2024-10-01,9,684,53,4,4,2
ACT0015478,CUST00855,2024-11-01,18,537,39,8,4,5
ACT0015479,CUST00855,2024-12-01,17,473,38,7,9,5
ACT0015480,CUST00855,2025-01-01,12,336,41,7,3,2
ACT0015481,CUST00855,2025-02-01,12,332,25,3,5,5
ACT0015482,CUST00855,2025-03-01,28,701,42,5,5,2
ACT0015483,CUST00855,2025-04-01,18,466,42,11,2,2
ACT0015484,CUST00855,2025-05-01,33,651,81,3,4,2
ACT0015485,CUST00855,2025-06-01,33,221,26,8,4,4
ACT0015486,CUST00855,2025-07-01,25,657,46,6,2,5
ACT0015487,CUST00855,2025-08-01,25,590,35,2,5,4
ACT0015488,CUST00855,2025-09-01,23,510,20,7,4,6
ACT0015489,CUST00855,2025-10-01,9,268,32,7,1,4
ACT0015490,CUST00855,2025-11-01,13,327,40,6,1,6
ACT0015491,CUST00855,2025-12-01,17,702,13,9,3,4
ACT0015492,CUST00855,2026-01-01,20,492,41,11,3,6
ACT0015493,CUST00855,2026-02-01,20,511,36,2,2,7
ACT0015494,CUST00855,2026-03-01,16,619,9,6,4,4
ACT0015495,CUST00855,2026-04-01,25,125,25,6,1,4
ACT0015496,CUST00855,2026-05-01,10,448,66,6,1,6
ACT0015497,CUST00855,2026-06-01,18,266,36,6,4,5
